"","ensembl_id","type","str","symbol","length","chr","total","non_zero","Schizophrenia.A162a","Schizophrenia.A162b","Schizophrenia.A162c","Schizophrenia.A128a","Schizophrenia.A128b","Schizophrenia.A128c","Schizophrenia.A212a","Schizophrenia.A212b","Schizophrenia.A212c","Schizophrenia.A67a","Schizophrenia.A67b","Schizophrenia.A67c","Normal.B272a","Normal.B272b","Normal.B272c","Normal.B190a","Normal.B190b","Normal.B190c","Normal.B367a","Normal.B367b","Normal.B367c","Normal.B226a","Normal.B226b","Normal.B226c","FoldChange","p.value"
"20753","ENSG00000134317.13","protein_coding","+","GRHL1",3679,"chr2",48,48,4.99311,4.33985,4.78886,5.89305,5.63055,5.414,8.50098,5.77771,5.82253,4.42417,4.96351,6.27779,5.24062,3.63395,4.08568,7.66843,5.09043,4.35375,4.30169,3.0302,3.13814,2.45116,2.57489,3.10323,1.37298398653686,0.00948558938616642
"20788","ENSG00000135940.2","protein_coding","+","COX5B",712,"chr2",48,48,131.413,82.5633,76.8513,150.11,120.313,241.143,121.658,157.246,83.3387,92.2472,78.1736,104.123,83.6124,83.2799,86.8809,109.683,78.9088,62.7922,85.8998,84.6168,85.0069,99.8159,92.1479,107.936,1.35697394021482,0.0441350415691486
"20791","ENSG00000135953.6","protein_coding","-","MFSD9",4049,"chr2",48,48,3.13336,4.80362,4.97884,2.67727,4.5775,2.95156,3.03305,3.12827,4.57155,4.38065,5.05167,4.36612,4.00988,5.77828,5.24723,4.10656,5.99273,5.43393,5.13004,4.10065,4.79549,4.61342,5.22797,5.51305,0.794896948634703,0.00486399106502687
"20796","ENSG00000135972.4","protein_coding","+","MRPS9",1500,"chr2",48,48,19.9115,13.0633,16.8277,15.5829,13.083,15.1378,16.3744,15.1414,13.8827,16.0331,15.9759,14.8904,21.197,15.3499,13.1041,17.1726,18.3477,15.4894,18.5735,14.8641,17.8426,19.467,23.1172,17.7216,0.875886880691196,0.0348773584041722
"20817","ENSG00000136699.15","protein_coding","-","SMPD4",4979,"chr2",48,48,27.3655,26.3535,24.4293,26.9768,25.4631,20.6022,25.5203,23.2465,24.6145,25.2407,21.3114,21.7426,25.7135,25.2353,26.7639,23.9788,29.4692,27.2561,24.733,26.9636,23.2932,29.1943,28.1513,24.8806,0.927870614207395,0.0390810910169869
"20819","ENSG00000136710.5","protein_coding","-","CCDC115",1849,"chr2",48,48,32.5208,32.2639,28.6772,34.8102,28.3029,34.5793,29.9327,34.8819,27.086,26.5779,24.7938,29.8141,33.203,27.9849,30.7196,30.0001,26.9507,28.0826,23.5378,25.015,28.1927,26.8242,23.4344,26.8179,1.10121389067516,0.0420954980836492
"20834","ENSG00000138036.14","protein_coding","+","DYNC2LI1",3723,"chr2",48,48,8.7678,8.26522,8.873,6.64232,7.94858,9.04152,8.18061,8.9552,7.35754,8.56161,9.1616,6.89288,7.17748,7.1155,6.52194,10.4698,7.74224,7.2808,8.50171,6.11619,6.2021,7.15122,6.2826,5.35502,1.14818184146021,0.0317092051640375
"20847","ENSG00000138080.9","protein_coding","+","EMILIN1",3938,"chr2",48,48,1.24169,0.774026,1.37658,1.33336,1.66113,1.56796,0.956352,0.739413,0.568598,1.285,0.849431,0.965416,1.24546,2.42047,1.54147,1.21132,1.2406,0.581058,1.59076,1.5058,0.977248,1.79924,2.36099,3.85108,0.655283197025057,0.045814176728247
"20851","ENSG00000138092.6","protein_coding","+","CENPO",4405,"chr2",48,48,11.1605,11.3021,10.2297,11.6124,12.2337,9.13384,11.7836,10.312,10.3527,12.9207,14.478,14.6721,9.86722,12.3087,11.8118,10.8599,16.2665,13.8255,15.8304,11.5231,11.8736,19.107,22.9521,16.8272,0.810106289968242,0.0405833699573736
"20856","ENSG00000138363.10","protein_coding","+","ATIC",2549,"chr2",48,48,17.1092,13.8372,15.8174,8.23971,7.69892,11.3304,12.7835,13.708,12.6202,17.9693,19.1037,16.7793,22.2934,16.6575,15.1392,14.4899,16.7385,16.5727,15.9744,16.3774,15.9898,20.8898,22.7111,13.9047,0.803880409206964,0.0205479870136123
"20909","ENSG00000144026.7","protein_coding","-","ZNF514",3391,"chr2",48,48,7.5217,8.94603,9.54189,9.59033,9.69134,6.51993,6.85687,5.7532,10.2349,10.5998,11.9021,8.54874,5.23684,7.04553,7.03261,3.57707,5.90695,5.70974,7.38948,8.32381,6.60298,6.01516,6.06998,4.02004,1.44942485409677,0.000480415733768647
"20943","ENSG00000144233.5","protein_coding","-","AMMECR1L",4761,"chr2",48,48,8.38292,11.3106,10.7102,10.8864,12.3004,9.45493,10.9713,9.388,10.5506,11.4286,11.3567,12.0978,10.0885,12.0904,11.2929,10.0479,12.2453,10.9063,12.9501,13.003,11.9043,12.3567,12.0979,10.9162,0.920935743158482,0.0485712302705461
"20965","ENSG00000144445.11","protein_coding","-","KANSL1L",4960,"chr2",48,48,3.19732,4.91631,4.03022,2.86852,3.20293,2.85118,2.87212,2.08406,3.00959,2.63997,3.52682,3.39173,2.59143,2.89508,2.06889,3.35231,3.44742,2.62604,2.65893,2.77363,1.69285,2.03455,3.12419,2.5079,1.21456906161856,0.0395349891423764
"20966","ENSG00000144451.14","protein_coding","+","SPAG16",4689,"chr2",48,48,7.75066,7.9864,8.67081,4.2986,4.71669,6.24432,5.79687,6.924,5.15732,6.03013,8.16299,5.12827,5.77095,4.356,5.02421,7.00491,5.45263,5.36794,5.3791,4.755,5.0363,4.71638,4.93842,4.3245,1.23727005324956,0.0194887700151201
"21020","ENSG00000152291.9","protein_coding","-","TGOLN2",7077,"chr2",48,48,17.0494,20.838,18.5755,19.7214,20.4894,15.2826,17.839,16.9516,21.4939,25.2623,24.1757,20.6959,22.6313,20.9377,21.8114,19.8745,23.2412,21.1408,23.5971,23.0256,24.9896,22.6936,21.6153,18.5159,0.902681445352439,0.0442267346619701
"21027","ENSG00000152689.13","protein_coding","+","RASGRP3",5363,"chr2",48,48,0.418917,0.622489,0.347467,0.852739,0.958375,1.07706,0.854901,0.597238,1.22471,0.583648,0.245402,0.230391,0.851459,1.52342,1.21273,0.660741,0.576942,0.951792,1.47547,2.78635,3.03342,0.760672,0.218069,1.01674,0.531818469909851,0.0432310484793711
"21062","ENSG00000155760.1","protein_coding","+","FZD7",3851,"chr2",48,48,3.74058,2.07301,1.05576,3.95849,3.63997,2.68954,5.22995,4.57451,3.79876,6.74626,9.12764,10.662,3.29379,9.38629,4.05332,6.75967,12.5171,5.85043,9.71741,7.88387,4.54239,11.9872,8.54885,6.37173,0.630240655666658,0.0272331785026846
"21064","ENSG00000156973.9","protein_coding","-","PDE6D",1175,"chr2",48,48,37.4535,26.0649,31.8627,29.1188,29.692,44.0741,34.9785,39.6501,30.8715,34.2757,29.1686,36.4003,25.7646,28.2346,27.9221,33.1737,32.7085,25.7657,34.7946,34.7211,27.5418,30.1507,26.6747,29.5843,1.13044692361899,0.0416661360039375
"21092","ENSG00000162928.8","protein_coding","+","PEX13",5887,"chr2",48,48,3.36731,4.31475,4.40277,2.2442,4.52409,3.48491,3.42119,3.9322,4.14585,4.35992,4.21035,3.64875,4.05073,4.35272,4.66466,4.28295,5.28355,4.15597,3.92042,5.03638,4.45713,3.86601,4.4897,3.87864,0.878285492857778,0.0304942931049366
"21109","ENSG00000162997.11","pseudogene","+","PRORSD1P",2154,"chr2",48,48,0.920306,0.606469,0.157294,0.707713,0.506153,0.739762,0.228056,0.743498,1.10883,1.11409,0.330957,0.353,0.70665,1.09192,1.14068,0.885825,1.20965,1.38917,0.994937,0.991059,1.05574,0.897116,0.271473,0.316434,0.68636338980302,0.0448331710821472
"21128","ENSG00000163067.10","protein_coding","+","ZNF2",3999,"chr2",48,48,2.54464,2.25036,1.82157,2.20248,2.25895,1.49423,2.00637,2.36644,1.95973,2.25685,2.38601,2.35296,2.49522,2.53832,2.8552,2.59017,2.85058,2.02469,2.72076,2.49116,2.09965,2.57716,2.41271,1.91748,0.875815859683293,0.0199079675917566
"21201","ENSG00000168763.11","protein_coding","+","CNNM3",3452,"chr2",48,48,8.69044,8.45156,9.42235,8.58672,8.21164,6.23162,9.2023,8.51948,7.95676,8.55368,9.86495,8.37015,9.60269,8.64233,9.00178,8.48855,9.0105,9.48405,8.64382,9.96323,8.31057,10.0762,10.5025,8.68781,0.924353997404134,0.0469186930451995
"21268","ENSG00000172059.6","protein_coding","+","KLF11",4296,"chr2",48,48,3.47617,3.27732,3.54901,3.07532,3.4442,1.9473,3.73532,3.79565,3.82224,4.04378,3.12735,3.38499,3.8187,3.65952,3.53253,4.53667,4.01817,3.52359,3.95249,2.98148,3.25749,4.59807,4.68238,4.12513,0.871320273948073,0.0326640626264327
"21275","ENSG00000172428.6","protein_coding","-","MYEOV2",988,"chr2",48,48,48.154,25.7095,28.4629,32.2301,27.745,54.8353,35.6326,45.6812,25.1563,31.734,28.4731,34.2471,23.7939,23.1792,20.6264,37.9351,25.5482,22.6255,31.5357,22.3269,25.1414,35.6401,33.9133,31.2169,1.2536219281006,0.0443143825279653
"21286","ENSG00000173209.18","protein_coding","+","AHSA2",6712,"chr2",48,48,11.5184,13.3211,15.6988,12.3905,10.8366,10.4457,9.90466,10.1948,12.877,12.6068,13.0802,9.57249,9.82699,9.73792,8.93628,11.0868,11.9129,11.355,9.84896,9.78883,9.53865,9.56469,12.0923,8.70785,1.16380999658734,0.0132844388764031
"21307","ENSG00000176204.9","protein_coding","-","LRRTM4",4814,"chr2",48,48,2.47072,2.74377,2.56889,3.16662,4.17362,2.73077,4.04768,2.75212,2.89931,3.05598,2.77944,2.50742,2.88082,4.57718,3.30253,3.22749,3.8226,3.03476,5.51338,5.37061,4.28779,3.30048,3.41329,3.57507,0.775198462402281,0.0101352064446446
"21361","ENSG00000183281.10","protein_coding","-","PLGLB1",1768,"chr2",48,48,1.42023,1.80614,1.72472,2.10766,1.84998,0.788613,1.29662,1.31756,1.8575,0.442605,0.496263,0.37631,0.765271,0.350084,1.55322,0.0770874,0.276328,0.199113,0.6527,1.60991,0.890468,0.242884,0.396891,0.481899,2.06570166761755,0.00882751064446943
"21363","ENSG00000183513.4","protein_coding","-","COA5",2041,"chr2",48,48,27.4542,23.8239,26.0625,20.2492,19.4593,24.0071,24.0682,25.4658,20.9908,18.4034,20.4732,19.2326,19.7216,19.2265,18.8365,25.375,17.7132,21.1288,18.6581,17.4322,20.2268,17.0421,19.7401,16.1967,1.16598788746619,0.00910279198172353
"21365","ENSG00000183671.8","protein_coding","-","GPR1",2546,"chr2",48,48,2.80299,2.85052,2.39537,2.86069,4.77162,5.31984,6.17417,4.46035,5.27684,3.05306,4.67386,6.04765,4.38423,1.55588,4.59819,3.47953,1.85492,3.59498,2.2015,2.98122,3.29793,3.03596,2.84797,1.60628,1.43027586594162,0.0171291194176072
"21405","ENSG00000187736.8","protein_coding","-","NHEJ1",2098,"chr2",48,48,4.3464,3.94349,4.68329,3.47155,5.86477,5.88619,4.68286,3.74732,5.62097,6.24131,5.75031,6.29709,4.83675,6.07738,5.30452,5.00208,6.05446,6.96345,7.38619,5.87896,7.17052,9.00593,7.77627,7.22858,0.769339527984273,0.00370530870215124
"21419","ENSG00000188687.11","protein_coding","-","SLC4A5",6398,"chr2",48,48,1.61115,1.88298,2.06528,1.7208,1.31456,0.840558,0.691011,1.18329,1.58655,1.28016,1.2685,1.06959,1.1631,1.0835,1.31022,0.788176,0.916314,1.4856,0.850291,1.03805,1.09364,0.838972,0.557517,0.958798,1.36661583435795,0.0157958547320871
"21430","ENSG00000196208.9","protein_coding","+","GREB1",11153,"chr2",48,48,6.529,7.43115,5.57446,8.14017,8.00188,5.00051,6.51864,4.68636,9.50959,5.26689,2.25189,1.17603,4.94349,7.00361,8.07341,6.11004,11.7833,10.9527,9.34165,6.86932,6.79132,12.6288,9.68909,5.97384,0.699742124071379,0.0202648441886257
"21440","ENSG00000196843.11","protein_coding","+","ARID5A",3165,"chr2",48,48,1.62846,1.23823,1.33812,1.81956,2.4113,1.76211,1.39687,2.71401,2.19315,1.56588,2.11378,2.85286,3.52678,2.97252,2.14627,2.23921,3.13865,2.44698,3.12518,2.77288,2.1555,2.57787,2.06927,2.6381,0.724140272581432,0.00180638701690963
"21724","ENSG00000218739.5","protein_coding","+","AC007390.5",3870,"chr2",48,48,6.38583,6.97612,7.35406,6.12741,5.55389,6.4335,6.64285,6.65879,8.06167,7.49499,7.25493,7.07313,8.347,5.94958,6.64767,8.76908,7.91103,7.32262,8.47696,9.19355,8.54297,9.48717,9.74589,7.08898,0.841352755622804,0.00404960667572819
"22275","ENSG00000237651.2","protein_coding","+","C2orf74",976,"chr2",48,48,22.3419,11.0051,14.7536,14.0571,12.2877,21.2242,15.7704,16.1104,12.4651,10.7437,9.38298,6.03771,12.823,11.5419,14.5123,11.8696,11.1792,8.83686,10.4722,8.74894,11.4707,7.69963,7.54907,7.33277,1.33976960107685,0.0325063417917335
"22450","ENSG00000247626.3","protein_coding","+","MARS2",3027,"chr2",48,48,1.87734,3.97995,2.29456,1.95846,2.72705,2.69786,3.78662,3.12632,3.47669,3.49857,3.49638,2.88872,2.34663,3.43519,3.15132,3.51195,4.35772,3.60521,4.08458,3.68289,3.6985,5.60359,4.17267,3.94053,0.785433370519215,0.0128857555650973
"22563","ENSG00000260077.1","lincRNA","-","RP11-254F7.2",1572,"chr2",48,48,3.61495,2.493,2.69412,4.74089,4.26035,3.67446,4.27068,4.16766,3.27609,2.15709,1.9186,1.75338,2.79723,2.67738,1.37911,2.34087,3.10781,3.58302,1.78277,2.56507,2.11426,1.91217,2.00869,2.38473,1.3618511219201,0.0217299384229439
"22745","ENSG00000269973.1","lincRNA","+","RP11-95D17.1",3231,"chr2",48,48,1.39068,1.25786,2.20212,1.62512,1.20513,1.91105,2.1792,1.84748,1.87115,1.43701,1.51052,1.35317,2.04143,1.7624,1.69984,2.48875,2.4193,2.01566,2.55112,2.56941,2.05733,2.85748,2.37087,2.21504,0.731663304204316,0.000314441307671447
"22809","ENSG00000272994.1","lincRNA","-","RP11-332H14.2",3449,"chr2",48,48,3.25696,3.11423,3.43822,2.79925,3.43202,2.82977,2.18389,3.7569,3.35427,2.8285,3.24348,2.94863,4.11902,3.87628,3.43622,3.55644,3.96618,4.13374,3.48922,2.6821,3.09382,3.85967,3.86558,3.5572,0.852199368999578,0.0048876039132416
"22827","ENSG00000003756.12","protein_coding","+","RBM5",5257,"chr3",48,48,98.2433,87.7461,88.006,89.4742,78.7196,67.1009,67.0612,92.3337,76.6114,66.1408,76.9513,61.3807,85.1577,75.5642,79.4548,88.1209,65.9824,70.413,64.7247,64.6563,64.1878,58.8134,55.1828,59.8036,1.14146500691776,0.0452783793133654
"22870","ENSG00000057019.11","protein_coding","-","DCBLD2",6164,"chr3",48,48,9.43358,12.9042,13.8515,11.0465,13.0382,9.08012,9.80233,8.78644,15.1359,16.5967,12.4104,8.00267,13.1151,14.1583,12.6617,13.9298,16.8292,16.9619,19.8712,14.8535,15.4949,16.3018,17.0095,16.559,0.746160315618077,0.000625846569544792
"22896","ENSG00000072274.8","protein_coding","-","TFRC",5323,"chr3",48,48,23.6108,27.3499,26.4786,23.6743,23.0861,21.5159,20.3642,26.0657,30.8339,21.1888,22.6951,16.7128,28.7223,24.7672,23.0793,33.5157,23.3429,28.603,25.7051,26.1568,27.3088,26.9849,32.8244,23.1767,0.874729747112084,0.0305110797426087
"22902","ENSG00000073792.11","protein_coding","-","IGF2BP2",3756,"chr3",48,48,23.3982,28.7128,30.6248,23.2693,27.2024,16.2272,20.7078,22.7921,28.5754,26.1814,19.9288,27.5064,24.0449,32.2987,28.4752,21.6265,31.4339,30.5075,28.3095,30.186,26.0808,37.4427,30.6233,21.7763,0.860916094354434,0.0391364732546982
"22916","ENSG00000078070.7","protein_coding","-","MCCC1",3147,"chr3",48,48,14.1101,12.6838,15.2342,13.0789,11.5811,15.2535,14.6209,17.7651,13.4002,13.3944,15.1076,13.8324,14.4028,11.6434,12.1246,15.461,12.0054,12.4727,12.3103,10.0998,10.1721,14.6688,13.36,12.0747,1.12776632739947,0.0241615865481145
"22952","ENSG00000093183.9","protein_coding","-","SEC22C",2372,"chr3",48,48,12.7587,12.2385,12.0698,12.2107,13.1324,12.8477,12.3567,13.0737,14.1598,14.3397,13.2931,13.7439,14.2601,13.2035,13.3441,13.4452,14.6922,14.0249,14.3865,14.0996,13.6432,15.5692,13.4109,13.5055,0.932212269721198,0.00423956914356642
"22953","ENSG00000093217.5","protein_coding","+","XYLB",5100,"chr3",48,48,0.129565,0.284604,0.365385,0.332116,0.519168,0.390551,0.353173,0.19983,0.585395,0.490997,0.602132,0.484544,0.0331618,0.752447,0.595127,0.267236,0.76635,0.655745,0.743457,0.511594,0.548792,1.0104,0.871397,0.60141,0.643928882575305,0.0221431096860446
"22958","ENSG00000113812.9","protein_coding","-","ACTR8",3807,"chr3",48,48,12.4623,17.4239,13.8835,13.7479,17.8375,11.2487,10.1937,10.5933,16.6254,15.4984,15.1245,12.7825,15.9485,17.4938,17.9192,14.32,17.2389,18.4477,15.7622,14.8908,15.9443,14.6636,15.575,13.025,0.875503192507413,0.037052430849795
"22977","ENSG00000114107.4","protein_coding","-","CEP70",3269,"chr3",48,48,8.36839,10.2123,9.69071,8.70471,9.29071,10.5409,8.91601,9.3527,9.49812,6.36745,8.89068,7.007,7.44998,7.00553,6.98558,10.3396,7.32299,8.99194,5.34551,7.11073,7.97314,5.25444,8.92603,5.16047,1.21593964623835,0.0125596744265394
"23030","ENSG00000114648.7","protein_coding","+","KLHL18",4620,"chr3",48,48,11.2132,10.9647,9.607,12.4651,11.7319,8.96746,11.1289,11.1241,11.1311,12.1952,10.9793,10.7594,12.1536,12.9149,12.5448,10.4135,12.2313,12.7631,15.0224,12.7838,12.3812,12.5015,9.78386,10.0322,0.908890607709294,0.040456686086943
"23037","ENSG00000114735.5","protein_coding","+","HEMK1",6132,"chr3",48,48,3.68536,3.55059,4.0611,4.30906,4.21634,3.50808,3.55153,4.13123,3.96803,4.32184,4.22993,3.99897,5.07485,3.93656,4.50186,3.82289,4.80687,4.39178,4.59719,3.90681,3.87967,4.83202,4.06238,4.11271,0.915387961889311,0.0268662282679098
"23048","ENSG00000114779.15","protein_coding","-","ABHD14B",3038,"chr3",48,48,1.13102,1.05111,0.72491,0.669042,0.922814,0.458943,0.862378,1.05431,1.42495,1.01315,1.46208,0.750851,1.00206,1.30391,0.666041,0.9421,1.2865,1.33258,0.922485,1.95189,1.09402,2.04957,1.77081,1.73877,0.717623277040355,0.0242924749653134
"23060","ENSG00000114859.10","protein_coding","-","CLCN2",3290,"chr3",48,48,8.03379,4.85298,5.20061,7.10466,5.4915,6.05414,6.27105,5.53155,4.26502,6.15238,6.16708,6.15338,6.16869,4.89139,5.27164,5.17821,4.80134,4.92202,4.91053,5.19086,4.41306,4.8946,4.81666,5.90443,1.16157359521787,0.0201193050858457
"23062","ENSG00000114867.15","protein_coding","+","EIF4G1",6464,"chr3",48,48,50.7034,47.1552,51.4193,54.7128,55.2741,43.9406,52.2846,46.6907,53.3342,57.6564,56.4319,56.6242,64.9394,55.7283,62.1143,48.9583,52.4021,57.2923,56.5154,56.2894,54.9354,67.9604,68.0554,71.1229,0.874236367981845,0.00535007148125459
"23072","ENSG00000120756.8","protein_coding","+","PLS1",4167,"chr3",48,47,0.0634297,0.0696656,0.0406542,0.0406478,0.0747542,0.477996,0.43225,0.244572,0.125382,0.338024,0.381635,0.182472,0.24352,0.178243,0.4509,0.22895,0.273565,0.253442,0.435178,0.28461,0.209896,0.618314,0.61745,0.449819,0.582362937561721,0.0332785761249597
"23076","ENSG00000121570.8","protein_coding","-","DPPA4",2817,"chr3",48,48,0.281482,0.257629,0.300685,0.841785,1.65868,1.41414,3.4295,1.1887,0.741875,3.92606,5.76208,4.92602,1.38086,3.33973,0.666986,3.28994,6.70591,3.12417,10.1241,4.21004,1.92501,7.62193,4.98192,2.3591,0.497260952490037,0.0463586207921187
"23104","ENSG00000131378.9","protein_coding","-","RFTN1",3113,"chr3",48,48,18.4246,13.4284,11.9177,16.4863,16.9609,18.7472,20.5666,14.4515,14.2179,14.9483,24.9964,16.6703,16.0813,18.2523,14.1142,14.6667,14.5952,15.5491,13.6628,13.8674,13.43,10.6907,11.5711,11.5497,1.20106825844118,0.0297669583596284
"23113","ENSG00000132182.7","protein_coding","-","NUP210",7191,"chr3",48,48,11.0084,9.00238,9.96506,12.3896,10.3314,8.50349,10.9072,10.5685,12.3203,11.9049,8.81541,8.03609,13.9468,7.60882,11.6171,10.3483,10.689,13.1443,11.1415,10.5221,11.3602,17.4371,18.3859,12.5353,0.832027085229025,0.0484566483307767
"23229","ENSG00000151576.6","protein_coding","+","QTRTD1",4025,"chr3",48,48,5.87724,6.23867,6.14491,5.0919,5.30132,3.76093,5.00386,4.66613,5.80414,5.97506,5.85837,4.60468,5.71453,5.56669,5.17079,5.48548,6.71628,6.12229,6.18456,6.54124,5.56291,9.49524,7.99042,5.71527,0.843461870801684,0.0291856180724987
"23304","ENSG00000162290.12","protein_coding","-","DCP1A",6021,"chr3",48,48,7.02373,8.75084,8.83466,7.14538,9.70045,6.08691,6.6085,6.81888,8.87573,8.52578,8.7069,8.14538,8.08969,9.19017,7.99348,7.83201,9.6287,9.2963,9.0627,9.49405,8.86113,9.73522,9.21659,7.07522,0.902800713646025,0.0496383171822375
"23306","ENSG00000163347.5","protein_coding","-","CLDN1",3481,"chr3",48,48,0.455579,0.667157,0.340661,0.194633,0.402687,0.572195,0.282236,0.543716,0.686128,0.329705,0.614377,0.218432,1.40897,1.35134,0.539759,0.626443,0.654953,0.303388,0.852445,1.43093,0.653277,0.678485,0.722332,0.832173,0.527873950904546,0.00381447302804846
"23326","ENSG00000163520.9","protein_coding","+","FBLN2",4843,"chr3",48,47,0.109152,0.0899122,0.104939,0.314766,0.1608,0.123383,0.338105,0.0901861,0.107881,0.409333,0.452918,0.37288,0.523823,1.53363,0.208903,0.309559,0.302632,0.218066,0.102119,0.0979532,0.252838,1.55169,0.857268,1.12591,0.377485548793522,0.0410656545241809
"23333","ENSG00000163576.13","protein_coding","-","EFHB",3108,"chr3",48,48,0.637818,0.793925,0.872103,0.49048,0.501128,0.256346,1.47517,1.03056,1.36884,0.604267,0.546959,0.305808,2.23106,2.15079,2.04613,0.964733,0.471572,0.283166,1.96254,2.2132,2.42017,0.48358,0.771393,0.767566,0.529849515981844,0.0250960037841084
"23358","ENSG00000163661.3","protein_coding","+","PTX3",1940,"chr3",48,48,3.95105,3.29202,4.80275,4.62737,5.86071,1.7454,2.78534,3.97747,3.46258,6.56139,3.50505,4.36032,2.78969,6.44472,3.20352,6.112,14.1864,6.0789,15.2107,6.6023,4.59861,17.9294,15.5532,12.4726,0.440102106419346,0.0069180312023107
"23493","ENSG00000169964.5","protein_coding","+","TMEM42",1026,"chr3",48,48,14.2976,11.0347,10.237,15.0229,13.8141,19.0251,14.3635,18.3052,12.0032,10.0676,9.88777,9.17103,12.1981,9.53156,11.9738,14.7449,10.6344,9.26399,11.0866,9.70968,10.7412,8.16148,7.69412,10.2971,1.24748912878154,0.0290421894046358
"23543","ENSG00000173230.11","protein_coding","-","GOLGB1",11217,"chr3",48,48,29.9256,36.4262,32.6669,30.3817,31.8666,18.8403,24.3638,27.0362,36.9829,27.1981,29.4156,25.6742,32.7635,23.4402,23.9532,31.7003,26.8004,26.2368,25.6164,19.7291,21.8172,17.2464,18.1624,16.6192,1.23476416045755,0.0156081224041403
"23575","ENSG00000174840.8","protein_coding","+","PDE12",8947,"chr3",48,48,2.98374,4.80204,4.08983,3.02902,4.42166,3.02768,3.4773,2.91278,4.42138,4.32647,4.20456,3.87745,3.72389,4.17844,4.39392,3.44268,4.76881,4.62319,5.03018,4.48035,4.98564,4.96758,3.95413,3.63768,0.873289427972642,0.0411740767245009
"23651","ENSG00000180376.12","protein_coding","+","CCDC66",4562,"chr3",48,48,7.76365,7.44513,8.65226,5.75488,4.95042,4.45341,4.70199,6.15935,5.85716,5.02015,6.17848,4.91685,5.78332,4.53154,3.70673,7.76754,5.49733,5.24729,4.9868,4.15947,3.83445,4.42409,4.72981,4.29548,1.21860648515998,0.0434727000198831
"23663","ENSG00000181322.9","protein_coding","-","NME9",2636,"chr3",48,48,2.05554,1.2114,1.09253,1.73492,1.35898,1.5868,2.60897,1.38079,0.991019,1.38535,1.68505,0.757189,0.705757,1.59668,0.932103,1.24088,0.803127,1.46902,1.06317,1.07979,0.72997,0.57017,0.976068,1.35751,1.42511887942147,0.0181279210271351
"23881","ENSG00000206120.7","pseudogene","+","EGFEM1P",2327,"chr3",48,48,0.511131,0.935635,0.582401,0.946253,1.33864,1.62632,1.05551,1.06362,2.18108,1.52447,1.10758,0.612668,0.799473,1.06394,0.931656,1.5228,1.95951,2.87434,4.17978,3.05793,2.33036,1.4763,1.30671,0.878726,0.602519622769226,0.0423054449209145
"23895","ENSG00000206557.5","protein_coding","+","TRIM71",8685,"chr3",48,48,1.17168,1.42056,1.52144,0.93612,1.41673,0.504546,0.791854,0.787881,1.58987,1.19534,0.738737,0.470575,0.369991,1.78166,0.93192,0.800324,3.61888,1.96586,2.63841,1.80251,0.946642,7.44129,6.02596,2.31516,0.409461598564191,0.0358261005401341
